"de_para";"valor"
"FINANC IMOBILIARIO   011";"financiamento"
"PIX TRANSF  EDMILSO24/02";"churros"
"CXE 000091 SAQUE 25/02";"saque"
"PIX TRANSF  NIRLEY 25/02";"pessoa"
"INT SIMPLES NACIONA 0708";"boleto"
"INT  PAG TIT BANCO 237";"boleto"
"PIX TRANSF  EDMILSO28/02";"churros"
"ELECTRONSALAO AMIGO";"cabeleireiro"
"PIX TRANSF  ROGERIO01/03";"pix"
"SABESP      3082129325";"sabesp"
"TAR PACOTE ITAU   FEV/23";"banco"
"PIX TRANSF  EDMILSO02/03";"churros"
"IOF";"Taxa_banco"
"CXE     000695 SAQUE";"saque"
"PIX TRANSF  LUCIANO03/03";"alimentacao"
"ELECTRONNEW CENTER";"comercio"
"PIX TRANSF  ROGERIO03/03";"pipoca"
"JUROS LIMITE DA CONTA";"juros"
"DA  CLARO MOVEL 46827963";"claro"
"ELECTRONPAG*Robinso";"feira"
"CXE 000208 SAQUE 04/03";"saque"
"PIX TRANSF  FELIPE 06/03";"pix"
"DA  CLARO MOVEL 46827990";"claro"
"PIX TRANSF  ROGERIO07/03";"pipoca"
"INT  PAG TIT BANCO 237";"boleto"
"PIX TRANSF  IMW 3 R07/03";"igreja"
"PIX QRS ARENA FUTEB08/03";"futebol"
"PIX TRANSF  LUCIANO10/03";"alimentacao"
"PIX TRANSF  LUCIANO10/10";"futebol"
"PIX TRANSF  REAL BR10/03";"futebol"
"SEGURO CARTAO";"banco"
"CXE 000323 SAQUE 11/03";"saque"
"PIX TRANSF  IMW 3 R12/03";"igreja"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONATACADAO 06";"utensilios"
"DEB AUTOR UNICEF";"ajuda"
"PIX TRANSF  EDMILSO14/03";"churros"
"PIX TRANSF  FELIPE 14/03";"pix"
"INT ITAU VISA";"cartao"
"PIX TRANSF  LUCIANO16/03";"alimentacao"
"PIX TRANSF  IMW 3 R16/03";"igreja"
"DA  ELETROPAULO 11701161";"luz"
"DA  NET SERVICOS 5680788";"net"
"INT  PAG TIT BANCO 237";"boleto"
"ELECTRONBABANAS VIT";"feira-frutas"
"PIX TRANSF  EDMILSO20/03";"churros"
"ELECTRONORIEL PEREI";"feira"
"PIX TRANSF  JULIANE18/03";"pessoa"
"ELECTRONPAG*Marinal";"pessoa"
"ELECTRONPAG*Rosilen";"pessoa"
"ELECTRONPG *TON FEI";"feira"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONPAG*CassioA";"feira-tapioca"
"PIX TRANSF  ROGERIO22/03";"pipoca"
"DA  COMGAS 51448254";"gas"
"ELECTRONOGGI SORVET";"alimentacao"
"FINANC IMOBILIARIO   012";"financiamento"
"ELECTRONPAG*Padaria";"padaria"
"PIX TRANSF  erlonds24/03";"cabeleireiro"
"PIX TRANSF  LUCIANO24/03";"alimentacao"
"INT PAG TIT 109501011564";"boleto"
"CXE 000034 SAQUE 25/03";"saque"
"ELECTRONPAG*Rosilen";"pessoa"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONMARCELO NAO";"pessoa"
"PIX TRANSF  IMW 3 R26/03";"igreja"
"PIX TRANSF  EDMILSO28/03";"churros"
"PIX TRANSF  ROGERIO30/03";"pipoca"
"PIX TRANSF  IMW 3 R30/03";"igreja"
"PIX TRANSF  IMW 3 R02/04";"igreja"
"SABESP      3082129325";"sabesp"
"PIX QRS ARENA FUTEB02/04";"futebol"
"INT SIMPLES NACIONA 0708";"boleto"
"PIX TRANSF  IMW 3 R02/04";"igreja"
"INT SIMPLES NACIONA 0708";"boleto"
"PIX TRANSF  EDMILSO03/04";"churros"
"TAR PACOTE ITAU   MAR/23";"banco"
"PIX TRANSF  ROGERIO04/04";"pipoca"
"IOF";"Taxa_banco"
"PIX TRANSF  CARLOS 04/04";"pessoa"
"DA  CLARO MOVEL 46827990";"claro"
"JUROS LIMITE DA CONTA";"juros"
"DA  CLARO MOVEL 46827963";"claro"
"ELECTRONPANETTERIA";"alimentacao"
"CXE     000406 SAQUE";"saque"
"PIX TRANSF  EDMILSO06/04";"churros"
"Fgr Comercio-ct   01/03";"Fgr"
"Google Cloud 98nxrw";"Google"
"M Jarouche Comercio(03/03)";"M"
"Artemis Comercio De(03/03)";"Artemis"
"Mp *klmcentr-ct O  (03/04)";"Mp"
"Aluguel            (03/06)";"Aluguel"
"Fgr Comercio-ct    (02/03)";"Fgr"
"Pag*geraldot-ct Atova";"Pag"
"ELECTRONBAZAR PAPEL";"BAZAR"
"PIX TRANSF  TARCISI02/09";"TARCISI"
"ELECTRONPG *TON JOS";"PG"
"ELECTRONVALDEMAR HE";"VALDEMAR"
"ELECTRONVALDEMAR HE";"VALDEMAR"
"PIX TRANSF  IMW 3 R03/09";"igreja"
"Fgr Comercio-ct    (03/03)";"Fgr"
"Fgr Comercio-ct    (03/03)";"Fgr"
"PIX QRS PORTOSEG SA23/08";" PORTOSEG SA"
"PIX TRANSF  ANDRE N24/08";"investimento"
"PIX TRANSF  IMW 3 R24/08";"igreja"
"PIX QRS PAGSMILE25/08";"investimento"
"ELECTRONHOKIM SUPER";"HOKIM"
"ELECTRONCONDOMINIO";"CONDOMINIO"
"ELECTRONFGN COML LT";"FGN"
"ELECTRONSWEET";"SWEET"
"PIX QRS SHPP BRASIL31/08";"SHPP BRASIL"
"PIX TRANSF  IMW 3 R31/08";"igreja"
"PIX TRANSF  NIRLEY 31/08";"NIRLEY"
"compras";"compras"
"ELECTRONBOM BAIANO";"alimentacao"
"ELECTRONPAG*AutoPos";"AutoPos"
"ELECTRONPAG*Lidiane";"Lidiane"
"ELECTRONVALDOMIRO M";"passeio_parque_eco"
"ELECTRONJOFIX 3";"material_construcao_banheiro"
"ELECTRONPAG*MjlCome";"sodie"
"ELECTRONPAG*Crispin";"feira"
"ELECTRONPLAYCENTER";"lazer"
"ELECTRONPAG*Crispin";"feira"
"ELECTRONPAG*Olimpio";"feira"
"ELECTRONPAG*PATRICI";"loja"
"ELECTRONSO MARCAS E";"loja"
"ELECTRONB LA MILETT";"alimentacao"
"ELECTRON3723 - GRSA";"alimentacao"
"ELECTRONGARAGE INN";"estacionamento"
"ELECTRONPRECIOSA G";"padaria"
"ELECTRONPAG*Mariana";"feira"
"PIX TRANSF  HILEIA 13/10";"alimentacao"
"PIX TRANSF  JULIANE04/10";"alimentacao"
"ELECTRONAMORIM COME";"alimentacao"
"ADIANT.DEPOSITANTE 25/10";"pessoa"
"ELECTRONPILOTINHOS";"loja"
"ELECTRONPAG*Barueri";"alimentacao"
"PIX TRANSF  Cristia14/10";"feira"
"PIX TRANSF  DORALIC27/10";"dora"
"PIX TRANSF  DORALIC19/10";"dora"
"ELECTRONOMF COBRANC";"cobranca"
"JUROS EXCESSO LIM CONTA";"juros"
"ELECTRON1A99";"loja"
"ELECTRONPAG*Josisma";"pessoa"
"ELECTRONPAG*Jaciara";"pessoa"
"compras";"loja"
"compras";"loja"
"ELECTRONJV CONVENIE";"loja"
"APM - Creche Eloha";"creche"
"ELECTRONAUTTAR LOJA";"loja"
"ELECTRONAUTTAR LOJA";"loja"
"ELECTRONCAPPTA *ULT";"loja"
"PIX TRANSF  DORALIC21/09";"dora"
"ELECTRONPOSTO SERVC";"posto_gasolina"
"PIX TRANSF  ALINE B20/09";"pessoa"
"PIX TRANSF  HILEIA 14/10";"pessoa"
"PIX QRS CLARO06/11";"claro"
"PIX TRANSF  ERALDO 15/09";"pessoa"
"PIX QRS PODEROSO TI19/09";"presente"
"PIX QRS SECRETARIA 11/09";"imposto"
"ELECTRONEDIMILSON V";"pessoa"
"ELECTRONIMW VILA ME";"igreja"
"ELECTRONPAG*EdvaneN";"feira"
"ELECTRONPAG*SALAOAM";"cabeleireiro"
"ELECTRONPAG*WmVerdu";"feira-verdura"
"MOBILEPAG TIT 7492331840";"banco"
"ELECTRONCLARO INT G";"claro"
"ELECTRONPAG*Reginal";"feira"
"ELECTRONCALDOS MANA";"alimentacao"
"ELECTRONIMW VILA ME";"igreja"
"ELECTRONMP*FLORDOMA";"feira"
"PIX QRS CEA PAY20/11";"roupa"
"ELECTRONGRUPO FARTU";"loja"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONPAG*Reginal";"feira"
"ELECTRONPUNTO ALPHA";"loja"
"PIX TRANSF  DORALIC23/11";"dora"
"ELECTRONCLUBE REAL";"alimentacao"
"ELECTRONPAG*JoseAbr";"pessoa"
"ELECTRONPAG*JoseEst";"pessoa"
"ELECTRONVANDEILDO B";"pessoa"
"PIX TRANSF  ALESSAN30/11";"advogado"
"PIX TRANSF  Erinald30/11";"pessoa"
"ELECTRONMARY PAPER";"loja"
"ELECTRONPAG*JoseSev";"pessoa"
"ELECTRONPAG*ArianaD";"pessoa"
"ELECTRONPALMAS DO T";"padaria"
"ELECTRONRAMOV TRIMA";"alimentacao"
"ELECTRONIMW VILA ME";"igreja"
"ELECTRONAUTO ELETRI";"carro"
"ELECTRONGRJ NEGOCIO";"alimentacao"
"ELECTRONPAG*Shoppin";"loja"
"PIX TRANSF  Bruna G07/12";"panetone"
"PIX TRANSF  MARIA A07/12";"presente_luis"
"ELECTRONBURGER KING";"alimentacao"
"PIX TRANSF  Jessika08/12";"alimentacao"
"ELECTRONPAG*SEBASTI";"feira"
"ELECTRONPAG*Cassioa";"feira-tapioca"
"ELECTRONPAG*Cassioa";"feira-tapioca"
"ELECTRONPERFUMARIA";"loja"
"PIX TRANSF  MARGARI16/12";"pix"
"ELECTRONBAUDUCCO";"panetone"
"ELECTRONPAG*Luciana";"comercio"
"ELECTRONPOSTO NOVA";"comercio"
"ELECTRONPAG*Simoneg";"feira"
"ELECTRONPAG*RogerVi";"feira"
"PIX TRANSF  Erinald11/12";"feira"
"ELECTRONRITA DE SOU";"comercio"
"ELECTRONALOHA ESTAC";"estacionamento"
"ELECTRONMERLO'S PIZ";"alimentacao"
"PIX TRANSF  Jessika15/12";"alimentacao"
"ELECTRONFERNANVI LA";"comercio"
"PIX QRS PARCELA EXP20/12";"pix"
"ELECTRONMP*ORIEL";"alimentacao"
"ELECTRONRAVIOLITALI";"alimentacao"
"ELECTRONKERO LANCHE";"alimentacao"
"ELECTRONNATURA PAY*";"michelle"
"ELECTRONISABELLA BI";"comercio"
"ELECTRONAXE TATUAPE";"comercio"
"ELECTRONGUARU SPORT";"comercio"
"PIX QRS CEA PAY11/12";"roupa"
"PIX QRS CLARO15/12";"claro"
"PIX TRANSF  SECRETA11/12";"pix"
"ELECTRONBAUDUCCO";"panetone"
"ELECTRONARMARINHOS";"comercio"
"ELECTRONCASAS PERNA";"pernambucanas"
"ELECTRONPAG*Barraca";"feira"
"ELECTRONPAG*ZEDOMIL";"feira"
"ELECTRONTOTAL ECONO";"gasolina"
"ELECTRONJ R CAFE";"padaria"
"PIX TRANSF  Bianca 04/01";"feira"
"ELECTRONPAG*HudsonS";"feira"
"INT MULTA REN31997756838";"multa"
"ELECTRONFGR COMERCI";"mecanico"
"ELECTRONBB TRANSPOR";"transporte"
"ELECTRONRHF";"alimentacao"
"PIX TRANSF  FAGNO B10/01";"pedreiro"
"PIX TRANSF  ZIMER E10/01";"futebol"
"ELECTRONCAFE NA MED";"alimentacao"
"ELECTRONJK MINI MER";"mercado"
"PIX QRS ELECTROLUX11/01";"refil"
"PIX TRANSF  KAREN O11/01";"alimentacao"
"ELECTRONPAG*Moliky";"alimentacao"
"ELECTRONPAG*NinaBol";"alimentacao"
"PIX TRANSF  FABIANE12/01";"alimentacao"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONDISTRIBUIDO";"alimentacao"
"ELECTRONLOJAS RENNE";"roupa"
"ELECTRONPAG*Alexsan";"alimentacao"
"ELECTRONPAG*JoaoApa";"alimentacao"
"ELECTRONPG *TON BAH";"alimentacao"
"ELECTRONSABOR TEM A";"alimentacao"
"DA  CLARO MOVEL 66459258";"claro"
"PIX TRANSF  ELIZABE16/01";"emprestimo"
"INT IPVA-SPHOH6396PARC01";"ipva"
"ELECTRONPAG*BrassSa";"alimentacao"
"ELECTRONSELMA DE SO";"alimentacao"
"PIX TRANSF  DORALIC18/01";"dora"
"ELECTRONKALUNGA IGU";"kalung"
"ELECTRONMANIA DE CH";"alimentacao"
"ELECTRONPAG*SucaoSu";"alimentacao"
"ELECTRONPCA N MUNDO";"mercado"
"PIX TRANSF  JURANDI20/01";"casamento"
"ELECTRONPAG*Juliane";"alimentacao"
"ELECTRONFAST SHOES";"roupa"
"ELECTRONIGREJA METO";"oferta"
"PIX TRANSF LUCIANO10/01";"futebol"
