"de_para";"valor"
"Pag*luiscarlos";"compras"
"Pag*mariajoseni";"compras"
"Pag*vanuchicomerciode";"compras"
"Pag*sueliapfemoro";"compras"
"Pag*carlagomesdasilva";"compras"
"Pag*juliocesardossant";"compras"
"Pag*glamberttinni";"compras"
"C C Manoel Gaya   01/03";"compras"
"Estantevirt       01/02";"compras"
"Pag*leaozinh-ct Sbaby";"compras"
"Reh&mah     -ct";"compras"
"Pag*galasso";"compras"
"Pag*kempssednystallon";"compras"
"Pag*larissar-ct La";"compras"
"Pag*edilezaa-ct Cida";"compras"
"Pag*rozalinarodrigues";"compras"
"Pag*miekonakamura";"compras"
"Marco Antonio Ribeiro";"compras"
"Vildete Velo-ct";"compras"
"Av Zachi Narchi";"compras"
"Pag*jhonatan-ct N";"compras"
"T.mikami    -ct    (03/04)";"compras"
"Pag*leroymerlin (03/03)";"leroy"
"T.mikami    -ct   02/04";"compras"
"Pag*allandiasdos";"compras"
"Rs Avila";"mercado"
"Frigomundo Comercio De";"frango"
"Pag*flordegoias";"compras"
"Crema Coffee";"alimentacao"
"Pag*lillidee-ct Rose";"compras"
"Pag*gardensb-ct T";"compras"
"Magia Comerc-ct Mbalage";"compras"
"Atacadao 060-ct";"compras"
"Esplanada M Veis";"compras"
"Siberiano         01/02";"compras"
"Ebw*spotify";"spotify"
"Pag*antonial-ct Eidef";"compras"
"Pag*ameliakatsuenakam";"compras"
"X 5 Ltda";"compras"
"Casa Das Formas";"compras"
"Piccoli E Silva Comer";"compras"
"T.mikami    -ct   01/04";"compras"
"Perfumaria Toque Suave";"compras"
"Pb Administradora De E";"compras"
"Mxt Alimentos Ltda";"compras"
"Pag*jeronimotatuape";"compras"
"Republique D-ct Fe";"compras"
"Real Novo Mundo";"compras"
"Mp*shellbox";"compras"
"Panetteria Delicias Do";"alimentacao"
"Pag*santalim-ct";"compras"
"Pag*mlcroupasintim03/03";"compras"
"Confeccoes Caedu  03/03";"roupa"
"Academia Corpo E  03/03";"academia"
"Feirante";"compras"
"Embalagens Raya";"compras"
"Papelaria E Bazar Tuc";"compras"
"Pag*eugeniajosefadasi";"compras"
"Pag*safariev-ct S";"compras"
"Shopping Tucuruvi 2";"estacionamento"
"Gemmisan Comercio De S";"compras"
"Deposito Doces Mal01/03";"alimentacao"
"Servicos Automotivos R";"carro"
"Pag*alexpere-ct";"compras"
"Quitanda E Mercearia Pr";"compras"
"Raimundo Martins De Car";"compras"
"Antonio Izidio";"compras"
"Pag*comerciodefrutas";"compras"
"Kfs Comercio De Chocol";"alimentacao"
"Med Supermercado Ltda";"mercado"
"Sun Marina";"compras"
"Levi Da Silva Me";"compras"
"Dona Ju Refeicoes";"alimentacao"
"La Floresta -ct";"compras"
"Pag*evandrogomesde";"compras"
"Siberiano (02/02)";"compras"
"Deposito Doces Malu";"alimentacao"
"Deposito Doces Mal02/03";"alimentacao"
"Habanero";"alimentacao"
"Pag*andersonlisboade";"compras"
"Pag*rositadefreitasca";"compras"
"Pag*mlcroupasintim01/03";"roupa"
"Mp*digitalsouza   01/02";"compras"
"Arbys      -ct""";"compras"
"Reinaldo De Souza Borg";"compras"
"Roland Garros Cosm01/02";"perfurmaria"
"Levi Da Silv-ct";"compras"
"Mp *cantina";"compras"
"Pag*ferdinandadealmei";"compras"
"99app*99app";"compras"
"Skala Parkin-ct Tacion";"compras"
"Confeccoes Caedu  01/03";"roupa"
"Dayane Keller Rodrigues";"compras"
"Pag*josejoao-ct Ma";"compras"
"Pag*aldaafif-ct Ellaa";"compras"
"Mp*sampaingresso";"compras"
"Delight     -ct";"compras"
"Hna*oboticario    01/02";"perfume"
"DIF";"compras"
"Riachuelo 100     03/03";"roupa"
"Embalagens Raya   03/03";"compras"
"Bauducco          02/05";"alimentacao"
"C C Manoel Gaya   02/03";"compras"
"Estantevirt       02/02";"compras"
"C C Manoel Gaya";"utensilios"
"M A Koch Lava Rapido";"compras"
"F Erica Da Silva Pizz";"compras"
"Pag*susanamlneveskelm";"compras"
"Livraria Da Vila Ltda";"livro"
"Ponto Santa Cruz Comer";"compras"
"Emporio Raga 2";"compras"
"Laticinios Paulistano";"alimentacao"
"Pag*bardomane";"compras"
"Caetano Alvares Point";"compras"
"Pag*hugoribeirosantos";"compras"
"R C P Farmacia Ltda";"farmacia"
"Fazarte Confeccoes01/02";"compras"
"Nova Bruxellas";"compras"
"Academia Corpo E  01/03";"academia"
"Carpark";"compras"
"Casa De Carnes Palmas";"compras"
"Loucademia De Cerveja";"alimentacao"
"Restaurante Nova Cigan";"alimentacao"
"Vammac Esportes Ltda.";"compras"
"Scam Digital";"compras"
"Ame Digital       01/12";"americana"
"Riachuelo 100     01/03";"roupa"
"Sugar Cubes Comercio D";"compras"
"Carrefour Ecn";"mercado"
"Drogasil 1317";"farmacia"
"M G M E Magalhaes Ltda";"compras"
"Ri Happy Brinquedos Sa";"brinquedo"
"Identita Odontologia";"dentista"
"Ame Digital       01/10";"americana"
"Pag*algodaodoce";"alimentacao"
"Clube De Cam-ct Ssoci";"compras"
"Embalagens Raya   01/03";"embalagens"
"Arizona Paes-ct";"padaria"
"Lojas Americanas 0836";"americana"
"Acom Mkt Place    01/02";"americana"
"Americanas Com";"americana"
"Antonio Sergio Lib01/02";"compras"
"Parc=103kalunga.co01/03";"kalunga"
"Ebanx Spotify";"spotify"
"Rufplast";"compras"
"Caps Edgar Faco";"compras"
"Fernanda Goncalves Sil";"compras"
"Armarinhos Fernand03/03";"armarinhos"
"Acom Mkt Place    03/03";"americana"
"Lojas Renner Fl 4902/03";"roupa"
"Lojao Do Bras     02/04";"utensilios"
"Lojao Do Bras";"utensilios"
"Submarino Mktplace02/02";"americana"
"Acom Mkt Place    02/03";"americana"
"Submarino Mktplace02/03";"americana"
"Parc=102americanas02/02";"americana"
"Parc=102submarino.02/02";"americana"
"Acom Mkt Place    02/02";"americana"
"Antonio Sergio Lib02/02";"compras"
"Parc=103kalunga.co02/03";"kalunga"
"Parc=103kalunga.com";"kalunga"
"Parc=102americanas01/02";"kalunga"
"Rossio";"compras"
"Camila E Carina Presen";"compras"
"Kaius Calcados Ltda""";"roupa"
"Lojao Da Vila";"compras"
"Submarino Mktplace01/02";"americana"
"Submarino Mktplace";"americana"
"Bazar Hirata";"compras"
"Pag*wklbombo-ct E";"compras"
"Americanas Marketp01/02";"americana"
"Lojas Renner Fl 4903/03";"roupa"
"Lojao Do Bras     03/04";"utensilios"
"Submarino Mktplace03/03";"americana"
"Torra Torra       03/03";"roupa"
"Rmsjoias Eireli   02/02";"compras"
"Microsoft*store";"microsoft"
"Pinhal Conveniencia";"compras"
"Riachuelo 100     01/02";"roupa"
"Zuquim Plaza Hotel Ltd";"compras"
"Sodimac";"utensilios"
"Centro Automotivo Treb";"carro"
"Ebanx       *spotify";"spotify"
"B.s. Moda E Esporte L";"roupa"
"Magalu*listasmagal01/02";"magalu"
"Academia Corpo E M06/06";"academia"
"Olibone Pneus     05/05";"carro"
"Magalu*listasmagal02/02";"magalu"
"Pag*julianacristina";"compras"
"Estancia Da Picanha";"alimentacao"
"Churrascaria-ct Bosque";"alimentacao"
"Rede J Amaral Auto Pos";"carro"
"Mp *rm";"compras"
"Aai    *aai*ipiranga";"carro"
"Parc=112gol Qnlrrg12/12";"compras"
"Parc=104americanas.com";"americana"
"Armarinhos Fernand02/02";"armarinhos"
"Diego Gabriel Martins";"compras"
"Magic Games Empreendim";"compras"
"Sumup*michelle Perf";"compras"
"Lojas Renner Fl 4901/03";"roupa"
"Emporio Zucchini";"compras"
"Brooksfield-bfcn-f01/03";"roupa"
"Banca Do Pacheco";"compras"
"Cea Scn 160       01/03";"roupa"
"Cea Scn 160       01/03";"roupa"
"Prego C Norte 140 01/02";"roupa"
"Lojas Americanas 0915";"americana"
"Microsoft*suz419daoemre";"microsoft"
"Emporio Auriun";"compras"
"Confeccoes Caedu";"roupa"
"Dl*googlegooglep";"google"
"Pag*pgsalcultural";"compras"
"Espaco Curumim Kids";"lazer"
"Ame Digital       01/02";"americana"
"Acai Nova Bar";"alimentacao"
"Kalunga Shop-ct  T01/02";"kalunga"
"Americanas  *amer 01/02";"americana"
"Armarinhos Fernand01/02";"armarinhos"
"Andorinha Hiper";"mercado"
"Parc=104americanas03/04";"americana"
"Prego C Norte 140 02/02";"roupa"
"Du Morbaii";"compras"
"Google Play";"google"
"Osto De Servicos Flors";"compras"
"Armarinhos Fernand01/03";"armarinhos"
"Acom Mkt Place    01/03";"americana"
"Ame Digital       02/02";"americana"
"Kalunga Shop-ct  T02/02";"kalunga"
"Americanas  *amer 02/02";"americana"
"Kalunga Nova Cantareir";"kalunga"
"Bd";"compras"
"Top 25 Bijuteria Ltda";"compras"
"Mundo Encant-ct";"compras"
"Cpq - Pq. Ib-ct Uera";"compras"
"Altitude Moe-ct";"compras"
"Bandeirantes";"compras"
"Eco Lavare";"compras"
"M. Alexandrino Ltda";"compras"
"Habibs      -ct";"alimentacao"
"Filial Drive-ct Ont Vi";"compras"
"Habib S";"alimentacao"
"Casa Grande Convenienc";"compras"
"Parc=104americanas04/04";"americana"
"Armarinhos Fernand02/03";"armarinhos"
"Acom Mkt Place";"americana"
"Lojao Do Bras     01/04";"utensilios"
"Trattoria Do Guappo";"compras"
"Fhf Informatica Eireli";"compras"
"Submarino Mktplace01/03";"americana"
"Parc=102submarino.01/02";"americana"
"Michelle Perfumes";"perfume"
"Parc=103kalunga.co03/03";"kalunga"
"Parc=102americanas.com";"americana"
"Americanas Marketp02/02";"americana"
"Rmsjoias Eireli   01/02";"compras"
"Conectcar Recargaapp";"compras"
"Cia Maritima";"compras"
"Shopping Center Norte";"estacionamento"
"Eng Caetano Alvares";"compras"
"Pag*frigotti";"frango"
"Ragazzo";"alimentacao"
"Pag*patriciapinheirof";"compras"
"Pag*elciomario";"compras"
"Playland - Eldorado";"lazer"
"Cb Conceito Jk Comerci";"compras"
"Pag*eldorado";"compras"
"Ponto Amakha Paris Lau";"compras"
"Cinemark Brasil";"lazer"
"Shopping Tucuruvi";"estacionamento"
"Parc=112dieta E Sa09/12";"compras"
"Academia Corpo E M05/06";"academia"
"Lojao Do Bras     04/04";"utensilios"
"Olibone Pneus     04/05";"carro"
"Leandro Santos 3435675";"compras"
"Pag*wagnerca-ct Odos";"compras"
"Sueli Maria Da Silva";"compras"
"Nilmar Guimaraes";"compras"
"Clube De Campo Associ";"lazer"
"Pag*eduardoj-ct N";"compras"
"Isabel Brito";"compras"
"Anderson Festas";"compras"
"Microsoft_subscription";"microsoft"
"Pag*phoenix";"compras"
"Loucademia D-ct Rveja";"compras"
"Lozano Zizza";"compras"
"Pag*balzarprime";"compras"
"Pag*supertrocadeol01/03";"carro"
"Pag*supertrocadeol03/03";"carro"
"Parc=112dieta E Sa07/12";"compras"
"Parc=112dieta E Sa08/12";"compras"
"Parc=112dieta E Sa10/12";"compras"
"Parc=112dieta E Sa04/12";"compras"
"Parc=112dieta E Sa05/12";"compras"
"Parc=112dieta E Sa06/12";"compras"
"Americanas  *amer 01/03";"americana"
"Americanas  *amer 02/03";"americana"
"Americanas  *amer 03/03";"americana"
"Pag*mcamicado2";"camicado"
"Armarinhos Fernando";"armarinhos"
"Lojas Renner Fl 49";"roupa"
"Pag*pgsalcultural 04/04";"compras"
"Pag*pgsalcultural 01/04";"compras"
"Pag*pgsalcultural 02/04";"compras"
"Pag*pgsalcultural 03/04";"compras"
"Kalunga Shopping T02/02";"kalunga"
"Kalunga Shopping T01/02";"kalunga"
"Delight";"compras"
"Ri Happy Brinquedo03/03";"brinquedo"
"Ri Happy Brinquedo01/03";"brinquedo"
"Ri Happy Brinquedo02/03";"brinquedo"
"Pag*mcamicado2    02/02";"camicado"
"Pag*mcamicado2    01/02";"camicado"
"Ame Digital       03/04";"americana"
"Ame Digital       01/04";"americana"
"Ame Digital       02/04";"americana"
"Parc=103thermas Do03/03";"passeio"
"Atacadao 060 As";"mercado"
"CXE 000331 SAQUE 01/10";"saque"
"ELECTRONPAG*Robinso";"compras"
"PIX TRANSF  JANAINA01/10";"compras"
"ELECTRONTHIEMI HORT";"compras"
"PIX TRANSF  Mayara 03/10";"pipoca"
"PIX TRANSF  IMW 3 R03/10";"salgado"
"ELECTRONBANANAS ANA";"compras"
"ELECTRONCARLOS DIYO";"compras"
"TAR PACOTE ITAU   SET/22";"banco"
"PIX QRS Mayara Regi04/10";"pipoca"
"JUROS LIMITE DA CONTA";"juros"
"PIX TRANSF  APM CEI05/10";"creche"
"PIX TRANSF  RR LVA 05/10";"compras"
"DA  CLARO MOVEL 46827990";"claro"
"ELECTRONMP *BANCANO";"compras"
"PIX TRANSF  Suzane 06/10";"cha_bebe"
"PIX TRANSF  ASTES A06/10";"compras"
"PIX TRANSF  Mayara 06/10";"pipoca"
"PIX TRANSF  EDMILSO06/10";"churros"
"PIX TRANSF  IMW R 310/10";"seminario"
"ELECTRONADRIANO KAN";"compras"
"PIX TRANSF  LUCIANO10/10";"alimentacao"
"PIX TRANSF  erlonds10/10";"compras"
"ELECTRONTHIEMI HORT";"compras"
"PIX TRANSF  ARTHUR 09/10";"compras"
"ELECTRONROSE FEIRAN";"feira"
"ELECTRONMUNDO AZUL";"compras"
"ELECTRONS L BENFICA";"compras"
"ELECTRONPAG*Marinal";"compras"
"ELECTRONPAG*CarlosD";"compras"
"ELECTRONPAG*Slbenfi";"compras"
"PIX TRANSF  Bruna R11/10";"social"
"PIX TRANSF  IMW 3 R11/10";"salgado"
"PIX TRANSF  EDMILSO11/10";"churros"
"ELECTRONVILA GALVAO";"social"
"ELECTRONGIRAFFAS BL";"alimentacao"
"PIX TRANSF  Mayara 13/10";"pipoca"
"PIX TRANSF  FAGNO B17/10";"compras"
"PIX TRANSF  Pedro H15/10";"compras"
"PIX TRANSF  IMW 3 R17/10";"salgado"
"PIX TRANSF  EDMILSO17/10";"churros"
"PIX QRS Adyen do Br20/10";"compras"
"INT  PAG TIT BANCO 383";"compras"
"CXE 000265 SAQUE 22/10";"saque"
"ELECTRONPAG*Robinso";"compras"
"ELECTRONMARCELO NAO";"compras"
"PIX TRANSF  CARLOS 25/10";"compras"
"PIX TRANSF  ASTES A25/10";"compras"
"PIX TRANSF  Mayara 25/10";"pipoca"
"PIX TRANSF  EDMILSO25/10";"churros"
"SAQUE 24H 300425717";"saque"
"CXE 000190 SAQUE 29/10";"saque"
"PIX TRANSF  Pedro H30/10";"compras"
"PIX TRANSF  JANAINA29/10";"compras"
"PIX TRANSF ADEILDO15/01";"pix"
"ELECTRONO PODEROSO";"compras"
"ELECTRONROSELI APAR";"compras"
"ELECTRONAUTTAR LOJA";"compras"
"ELECTRONEDCARLOS DE";"compras"
"ELECTRONROSELI APAR";"compras"
"ELECTRONPAG*NMNETO";"pessoa"
"PIX TRANSF Chrysti19/03";"pix"
"PIX QRS Alexandro S25/03";"pix"
"PIX TRANSF BRUNA R02/04";"pix"
"PIX TRANSF PERSIAN12/04";"pix"
"ELECTRONNOAH";"compras"
"ELECTRONPAG*Jesanac";"pessoa"
"ELECTRONM A KOCH LA";"compras"
"PIX TRANSF JOSE FE07/05";"pix"
"ELECTRONMP *GILSON";"compras"
"ELECTRONPAG*Evandro";"pessoa"
"ELECTRONINDIGO";"compras"
"PIX QRS Adyen do Br25/05";"pix"
"ELECTRONPAG*Maneiro";"pessoa"
"PIX TRANSF SILVIA 02/06";"pix"
"ELECTRONHIOCICO MIN";"compras"
"ELECTRONZUQ DOUTOR";"compras"
"ELECTRONDELIGHT";"compras"
"ELECTROND LAURA RES";"compras"
"ELECTRONPAG*Lindalv";"pessoa"
"ELECTRONPAG*AllanDi";"pessoa"
"ELECTRONPAG*Lindalv";"pessoa"
"ELECTRONMP *TUDONOP";"compras"
"ELECTRONRS AVILA";"mercado"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONBANCA DA MI";"compras"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONPAG*NiwsonY";"pessoa"
"PIX QRS SAFETOPAY I04/07";"pix"
"ELECTRONLA FLORESTA";"compras"
"PIX TRANSF LEANDRO04/07";"pix"
"ELECTRONPAG*RealNov";"pessoa"
"ELECTRONMAGAZINE DO";"compras"
"ELECTRONGILDASIO AL";"compras"
"ELECTRONPAG*SANDROC";"feira-legumes"
"ELECTRONAPAG*ANTONI";"compras"
"ELECTRONBAR ARENA";"compras"
"ELECTRONMAGAZINE DO";"compras"
"PIX TRANSF erlonds08/07";"cabelereiro"
"ELECTRONBAR ARENA";"compras"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONAMORIM COME";"compras"
"ELECTRONPAG*Pilotin";"pessoa"
"ELECTROND LAURA RES";"compras"
"ELECTRONPROFISSIONA";"compras"
"ELECTRONPAG*BoomEve";"pessoa"
"ELECTRONPAG*BoomEve_2";"pessoa"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF erlonds25/07";"cabelereiro"
"ELECTRONPAG*NiwsonY";"pessoa"
"ELECTRONPG *COMERCI";"compras"
"PIX QRS SAFETOPAY I29/07";"pix"
"PIX QRS PHILIP VINI29/07";"pix"
"ELECTRONPAG*Robinso";"pessoa"
"TAR PACOTE ITAU JUL/22";"banco"
"PIX QRS ANTONIO FRA05/08";"pix"
"PIX QRS CLARO05/08";"pix"
"PIX TRANSF IMW R 308/08";"seminario"
"CXE 000471 SAQUE 06/08";"saque"
"ELECTRONCLAUDINEA C";"compras"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONPAG*AllanDi";"pessoa"
"ELECTRONMP *MANOEL";"compras"
"PIX QRS CASA LOTERI12/08";"pix"
"ELECTRONPAG*AllanDi";"pessoa"
"PIX TRANSF IMW 3 R15/08";"oferta"
"CXE 000372 SAQUE 13/08";"saque"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF RONIVON17/08";"pix"
"ELECTRONPAG*Edmilso";"pessoa"
"ELECTRONJULIO BUONO";"compras"
"PIX TRANSF Lays Ro19/08";"pix"
"PIX TRANSF SAMUEL 20/08";"pix"
"PIX TRANSF Gustavo20/08";"pix"
"ELECTRONPAG*HOTDOGD";"pessoa"
"PIX TRANSF EDMILSO22/08";"churross"
"ELECTRONBOMBONIERE";"compras"
"PIX TRANSF Pedro H20/08";"pix"
"ELECTRONPAG*RaposaD";"pessoa"
"PIX TRANSF LUCIANO23/08";"alimentacao"
"PIX TRANSF EDMILSO23/08";"churross"
"PIX TRANSF LUCIANO26/08";"alimentacao"
"PIX TRANSF Ademar 27/08";"pix"
"PIX TRANSF RONIVON29/08";"pix"
"PIX TRANSF JANAINA31/08";"alimentacao"
"PIX TRANSF RONIVON31/08";"pix"
"PIX TRANSF LUCIANO01/09";"alimentacao"
"PIX TRANSF EDMILSO01/09";"churross"
"ELECTRONMAIS QUE PI";"compras"
"TAR PACOTE ITAU AGO/22";"compras"
"PIX TRANSF IMW 3 R04/09";"oferta"
"PIX QRS IFOOD.COM A04/09";"alimentacao"
"PIX TRANSF RONIVON05/09";"pix"
"PIX TRANSF JANAINA07/09";"alimentacao"
"PIX TRANSF REAL BR09/09";"pix"
"PIX TRANSF LUCIANO09/09";"alimentacao"
"PIX TRANSF Mayara 09/09";"pipoca"
"PIX TRANSF EDMILSO09/09";"churross"
"CXE 000174 SAQUE 10/09";"saque"
"CXE 000661 SAQUE 10/09";"saque"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONPAG*Slbenfi";"pessoa"
"PIX TRANSF ALINE M10/09";"pix"
"PIX TRANSF IMW R 313/09";"seminario"
"PIX TRANSF BRUNO I14/09";"pix"
"PIX TRANSF Mayara 14/09";"pipoca"
"PIX TRANSF EDMILSO14/09";"churross"
"PIX TRANSF erlonds16/09";"cabelereiro"
"PIX QRS On Tecnolog16/09";"pix"
"PIX TRANSF EDMILSO16/09";"churross"
"CXE 000224 SAQUE 17/09";"saque"
"PIX QRS SAFE2PAY19/09";"pix"
"PIX TRANSF LUCIANO19/09";"alimentacao"
"PIX TRANSF Cristia18/09";"pix"
"PIX TRANSF LUCIANO22/09";"alimentacao"
"PIX TRANSF Mayara 22/09";"pipoca"
"PIX TRANSF EDMILSO22/09";"churross"
"PIX TRANSF EDMILSO23/09";"churross"
"PIX TRANSF Mayara 23/09";"pipoca"
"PIX TRANSF IMW 3 R25/09";"oferta"
"PIX TRANSF Gustavo24/09";"pix"
"PIX TRANSF EDMILSO27/09";"churross"
"PIX TRANSF LUCIANO28/09";"alimentacao"
"PIX TRANSF EDMILSO29/09";"churross"
"PIX TRANSF LUCIANO30/09";"alimentacao"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF JANAINA01/10";"alimentacao"
"ELECTRONTHIEMI HORT";"compras"
"ELECTRONBANANAS ANA";"compras"
"ELECTRONCARLOS DIYO";"compras"
"PIX TRANSF RR LVA 05/10";"pix"
"ELECTRONMP *BANCANO";"compras"
"PIX TRANSF ASTES A06/10";"pix"
"ELECTRONADRIANO KAN";"compras"
"PIX TRANSF erlonds10/10";"cabelereiro"
"PIX TRANSF ARTHUR 09/10";"pix"
"ELECTRONTHIEMI HORT";"compras"
"ELECTRONMUNDO AZUL";"compras"
"ELECTRONS L BENFICA";"compras"
"ELECTRONPAG*Marinal";"pessoa"
"ELECTRONPAG*CarlosD";"pessoa"
"ELECTRONPAG*Slbenfi";"pessoa"
"PIX TRANSF FAGNO B17/10";"pix"
"PIX TRANSF Pedro H15/10";"pix"
"PIX QRS Adyen do Br20/10";"pix"
"INT PAG TIT BANCO 383";"compras"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONMARCELO NAO";"compras"
"PIX TRANSF CARLOS 25/10";"pix"
"PIX TRANSF ASTES A25/10";"pix"
"PIX TRANSF Pedro H30/10";"pix"
"PIX TRANSF JANAINA29/10";"alimentacao"
"PIX QRS PAES E DOCE01/11";"padaria"
"TAR PACOTE ITAU OUT/22";"compras"
"PIX TRANSF IMW 3 R03/11";"oferta"
"PIX TRANSF Mayara 03/11";"pipoca"
"PIX TRANSF EDMILSO03/11";"churross"
"PIX TRANSF erlonds04/11";"cabelereiro"
"PIX TRANSF IMW 3 R06/11";"oferta"
"PIX TRANSF AMERICO06/11";"pix"
"CXE 000158 SAQUE 05/11";"saque"
"PIX TRANSF REAL BR05/11";"pix"
"PIX TRANSF JANAINA05/11";"alimentacao"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONVALENS BAR";"compras"
"PIX TRANSF EDMILSO07/11";"churross"
"ELECTRONSUCO E CIA";"compras"
"INT PAG TIT 109006482069";"compras"
"PIX TRANSF LUCIANO08/11";"alimentacao"
"PIX TRANSF Mayara 08/11";"pipoca"
"PIX TRANSF IMW R 310/11";"seminario"
"PIX TRANSF APM CEI10/11";"creche"
"PIX TRANSF IMW 3 R10/11";"oferta"
"PIX QRS PAES E DOCE01/11";"padaria"
"PIX TRANSF IMW 3 R03/11";"oferta"
"PIX TRANSF Mayara 03/11";"pipoca"
"PIX TRANSF EDMILSO03/11";"churross"
"PIX TRANSF erlonds04/11";"cabelereiro"
"PIX TRANSF IMW 3 R06/11";"oferta"
"CXE 000158 SAQUE 05/11";"saque"
"PIX TRANSF REAL BR05/11";"pix"
"PIX TRANSF JANAINA05/11";"alimentacao"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONVALENS BAR";"compras"
"PIX TRANSF EDMILSO07/11";"churross"
"ELECTRONSUCO E CIA";"compras"
"PIX TRANSF LUCIANO08/11";"alimentacao"
"PIX TRANSF Mayara 08/11";"pipoca"
"PIX TRANSF APM CEI10/11";"creche"
"PIX TRANSF IMW 3 R10/11";"oferta"
"King Star Colchoes08/10";"colch�o"
"Mbs Modas Ltda    03/04";"roupa"
"Cea Scn 160 Ecpc  03/03";"roupa"
"Outlet Vila Maria 02/06";"roupa"
"Rdi Kids Modinha";"roupa"
"Rdi Kids Modinha  02/03";"roupa"
"Decathlon Lar Cent02/03";"compras"
"Max Fama Modeling 02/12";"compras"
"Hip.bergamini Lj 202/02";"mercado"
"Dorinhos - Loja 3302/03";"roupa"
"Rosa Store Ltda   02/02";"roupa"
"Dorinhos - Loja 33 - V";"roupa"
"Drogaria Sao Paulo02/03";"farmacia"
"Biscoite Vl -ct Pia";"compras"
"Rs Avila";"mercado"
"Av Guapira";"compras"
"Rs Avila";"mercado"
"Tatuape Sushi";"alimentacao"
"Abastec*aai*ipiranga";"gasolina"
"Drogasil3462";"farmacia"
"Loja Vic    -ct   01/02";"compras"
"Ponto Da Esfiha";"alimentacao"
"Rs Avila";"mercado"
"Mercadopago*bancanovomu";"compras"
"Mercadopago*bancanovomu";"compras"
"Ame*americanascom 01/03";"americanas"
"Tokio Marine*auto10d12";"carro"
"Ame*americanascom 01/03";"americanas"
"Rs Avila";"mercado"
"Ponto Da Esfiha";"alimentacao"
"Gaguinho";"compras"
"Casa De Bolos Vl Sabri";"alimentacao"
"Pag*pasteldateru";"alimentacao"
"Pag*niwsonyoshihide";"compras"
"Brands            01/04";"compras"
"Arena Novo Mundo";"lazer"
"Posto Florid-ct";"gasolina"
"Hip.bergamini Lj 201/02";"mercado"
"Arena Novo M-ct";"compras"
"Charles Dogs-ct";"alimentacao"
"Lj 3009 Centernorte Sp";"compras"
"Rs Avila    -ct";"mercado"
"Pag*saboresdomilho";"compras"
"Pag*franciscoestrelad";"compras"
"Hip.bergamini Lj 201/02";"mercado"
"Starbucks";"alimentacao"
"Santana";"compras"
"Santana";"compras"
"Vent Vert Cn      01/06";"compras"
"Hip.bergamini Lj 201/02";"mercado"
"Hna*oboticario    01/04";"compras"
"Roberto Vidal Card01/03";"compras"
"Torra Torra -ct   01/02";"roupa"
"Disney Plus";"app"
"Massas Italianas";"alimentacao"
"Pernil & Cia";"alimentacao"
"Mercadopago*-ct Coceara";"compras"
"Rotiserie La Rome 01/02";"compras"
"J A Rodrigues Bici01/02";"compras"
"Hip.bergamini Lj 201/02";"mercado"
"Abastec*aai*ipiranga";"gasolina"
"Mercadopago*-ct Coceara";"compras"
"Paes E Doces Charmosa";"padaria"
"Rs Avila";"mercado"
"Amazon.com.br Digital C";"app"
"Dm          *spotify";"app"
"IOF - transa��o internacional";"Taxa_banco"
"King Star Colchoes09/10";"colch�o"
"Mbs Modas Ltda    04/04";"roupa"
"Outlet Vila Maria 03/06";"roupa"
"Rdi Kids Modinha  03/03";"roupa"
"Decathlon Lar Cent03/03";"compras"
"Max Fama Modeling 03/12";"desfile"
"Dorinhos - Loja 3303/03";"roupa"
"Drogaria Sao Paulo03/03";"farmacia"
"Loja Vic    -ct   02/02";"compras"
"Ame*americanascom 02/03";"americanas"
"Ame*americanascom";"americanas"
"Ame*americanascom 02/03";"americanas"
"Ame*americanascom";"americanas"
"Brands            02/04";"compras"
"Brands";"compras"
"Hip.bergamini Lj 202/02";"mercado"
"Hip.bergamini Lj 202/02";"mercado"
"Hna*oboticario    02/04";"compras"
"Torra Torra -ct   02/02";"roupa"
"Roberto Vidal Card02/03";"compras"
"Vent Vert Cn      02/06";"compras"
"Hip.bergamini Lj 202/02";"mercado"
"J A Rodrigues Bici02/02";"compras"
"Rotiserie La Rome 02/02";"compras"
"Hip.bergamini Lj 202/02";"mercado"
"Hip.bergamini Lj 201/02";"mercado"
"Hip.bergamini Lj 2";"mercado"
"Atacadao 060-ct";"mercado"
"Abastec*abastece Ai";"gasolina"
"Carrefour Fvm";"compras"
"Rs Avila";"mercado"
"Vila Guilherme";"compras"
"Rbm Supermer-ct  Ltda";"compras"
"Drogaria Sao-ct Lo 194";"farmacia"
"Tokio Marine*auto11d12";"compras"
"Oggi Sorvete-ct Unidad";"compras"
"Raia 47           01/03";"farmacia"
"Auto Posto Casuarinas";"gasolina"
"Mini Extra 5-ct Pca N";"mercado"
"Kalunga V. Guilher01/02";"compras"
